L        beta       energy       spec-heat    abs-magnet   suscept
128      0.4437      -0.728293        0.448839             0.675627        19.752708
128      0.4543      -0.773575        0.305986             0.788572         3.127458
128      0.4332      -0.664447        0.422908             0.147172        70.432278
128      0.3976      -0.546252        0.243562             0.041372         8.071055
128      0.3543      -0.449128        0.114613             0.026249         2.478302
128      0.4107      -0.584098        0.251129             0.060713         9.981369
128      0.3814      -0.507142        0.185298             0.033607         3.769215
128      0.4224      -0.624235        0.363974             0.101793        35.717268
128      0.2719      -0.309819        0.053322             0.013905         0.620315
128      0.4949      -0.836615        0.161939             0.306974        30.488780
128      0.5151      -0.892690        0.153289             0.928308         0.300585
128      0.4672      -0.811932        0.258080             0.846021         1.197833
128      0.5504      -0.925978        0.110165             0.954244         0.129912
128      0.4452      -0.738627        0.452855             0.715513         7.843959
128      0.4798      -0.838546        0.227562             0.876597         0.728375
128      0.4559      -0.775228        0.333531             0.772188         6.850422
128      0.4347      -0.673831        0.521049             0.239274        96.354677
128      0.3996      -0.552131        0.240813             0.036895         7.768140
128      0.4125      -0.588142        0.214075             0.062506        13.436351
128      0.3840      -0.512030        0.216382             0.039819         5.719828
128      0.3586      -0.457085        0.110864             0.029528         2.195275
128      0.4239      -0.626816        0.339736             0.102799        35.217315
128      0.2965      -0.346825        0.061127             0.017253         0.735138
128      0.4974      -0.868398        0.220196             0.906948         0.471458
128      0.5188      -0.896660        0.113541             0.931573         0.140336
128      0.4689      -0.814774        0.253702             0.847859         1.570684
128      0.5590      -0.931189        0.137221             0.949677        10.867492
128      0.4574      -0.783579        0.336915             0.803002         2.652910
128      0.4818      -0.841296        0.276227             0.879808         0.729354
128      0.4467      -0.743387        0.439600             0.717118        11.271572
128      0.4016      -0.556539        0.198214             0.045859         7.598645
